"ngram"	"n"
"书生"	10
"了不起"	10
"争"	10
"亲"	10
"从此"	10
"传递"	10
"作品"	10
"作战"	10
"充满"	10
"入侵"	10
"八月"	10
"具体"	10
"刘"	10
"功"	10
"助力"	10
"十三"	10
"口气"	10
"叫出"	10
"可不是"	10
"吐"	10
"君"	10
"呀"	10
"咋"	10
"喂"	10
"四月"	10
"图"	10
"圈"	10
"土地"	10
"外形"	10
"多数"	10
"大量"	10
"夹竹桃"	10
"好像"	10
"姑娘"	10
"就要"	10
"屎"	10
"山区"	10
"山坡"	10
"川芎"	10
"工作"	10
"巨"	10
"建议"	10
"开心"	10
"得了"	10
"德"	10
"悬崖"	10
"愈"	10
"戴"	10
"扁担"	10
"才有"	10
"打开"	10
"技术"	10
"拉拉"	10
"拍到"	10
"捕"	10
"搞"	10
"故宫"	10
"救人"	10
"数量"	10
"新的"	10
"早"	10
"昆虫"	10
"晚上"	10
"最多"	10
"木瓜"	10
"枇杷膏"	10
"枸杞子"	10
"核桃"	10
"槲"	10
"次"	10
"正确"	10
"每日"	10
"每次"	10
"永远"	10
"治疗"	10
"流传"	10
"浓"	10
"浮萍"	10
"湖"	10
"火炭"	10
"烤"	10
"煎"	10
"牛皮"	10
"特"	10
"理"	10
"瓷"	10
"生于"	10
"由"	10
"由于"	10
"电"	10
"男性"	10
"疮"	10
"皮肤"	10
"直播"	10
"相传"	10
"真菌"	10
"碗"	10
"祖"	10
"秘方"	10
"穷"	10
"粉丝"	10
"粘"	10
"精华"	10
"素"	10
"繁"	10
"红豆杉"	10
"经历"	10
"绕"	10
"维生素"	10
"罗汉"	10
"耳朵"	10
"自古"	10
"色彩"	10
"艾灸"	10
"芍"	10
"芍药"	10
"苁"	10
"苇"	10
"莫"	10
"菰"	10
"虎"	10
"蜕"	10
"蜡烛"	10
"螃蟹"	10
"认"	10
"记"	10
"记住"	10
"详"	10
"诸葛"	10
"贵的"	10
"赚"	10
"赞"	10
"追"	10
"道理"	10
"遗产"	10
"郎中"	10
"野花"	10
"钉子"	10
"钙"	10
"雄黄"	10
"雷公根"	10
"面对"	10
"顺"	10
"饮料"	10
"馆"	10
"齿"	10
"16"	9
"一块"	9
"一方"	9
"一枝"	9
"三宝"	9
"上面"	9
"不一定"	9
"不会"	9
"不出"	9
"不多见"	9
"不如"	9
"且"	9
"乡下"	9
"乳"	9
"二月"	9
"产地"	9
"人工"	9
"任何"	9
"众"	9
"伸"	9
"依然"	9
"便宜"	9
"俗称"	9
"保存"	9
"克"	9
"兵"	9
"其他"	9
"其实是"	9
"具"	9
"农业"	9
"冰糖"	9
"凤仙花"	9
"利用"	9
"到处"	9
"办法"	9
"勃"	9
"匠"	9
"印泥"	9
"及"	9
"命运"	9
"喜"	9
"喝酒"	9
"噢"	9
"土特产"	9
"在一起"	9
"地下"	9
"坏"	9
"坐"	9
"坚持"	9
"处处"	9
"外型"	9
"大师"	9
"天气"	9
"头花"	9
"奔"	9
"好久"	9
"好了"	9
"好心"	9
"娶"	9
"完全"	9
"完美"	9
"实现"	9
"家人"	9
"家有"	9
"封"	9
"小哥"	9
"小小"	9
"小麦"	9
"就像"	9
"就在"	9
"局"	9
"工具"	9
"工匠"	9
"干净"	9
"彩"	9
"影响"	9
"往"	9
"必须"	9
"悬"	9
"想不到"	9
"慈"	9
"戏"	9
"成长"	9
"挖来"	9
"挺好"	9
"文"	9
"斗"	9
"无论"	9
"时节"	9
"春暖"	9
"是不"	9
"是有"	9
"暴富"	9
"杜鹃"	9
"来源"	9
"杯"	9
"极为"	9
"枞"	9
"枯萎"	9
"架"	9
"栀"	9
"树叶"	9
"棘"	9
"榄"	9
"樟"	9
"正宗"	9
"段"	9
"每一"	9
"水里"	9
"汗"	9
"沉"	9
"流出"	9
"浪漫"	9
"深"	9
"混淆"	9
"游"	9
"灰灰"	9
"炭"	9
"牡丹"	9
"状元"	9
"狂欢"	9
"珠子"	9
"男"	9
"疗"	9
"疼痛"	9
"白毛"	9
"百姓"	9
"真假"	9
"短"	9
"祸"	9
"离"	9
"秦岭"	9
"秧"	9
"突然"	9
"答案"	9
"羊皮"	9
"羌"	9
"翅"	9
"老百姓"	9
"耳根"	9
"肿"	9
"腐"	9
"臭豆腐"	9
"船"	9
"芡"	9
"芥"	9
"芨"	9
"花期"	9
"花菜"	9
"芸"	9
"芹菜"	9
"茹"	9
"草木"	9
"草草"	9
"营养价值"	9
"葙"	9
"薷"	9
"虎耳草"	9
"蜈蚣"	9
"词"	9
"诞生"	9
"调"	9
"费"	9
"较"	9
"运气"	9
"造"	9
"遍"	9
"酸酸甜甜"	9
"金粉"	9
"金蝉"	9
"镇"	9
"防"	9
"除"	9
"需"	9
"面前"	9
"音乐"	9
"风险"	9
"飘"	9
"香草"	9
"香菇"	9
"马蹄"	9
"黄帝"	9
"黑色"	9
"齐"	9
"龙须"	9
"40"	8
"618"	8
"9"	8
"一份"	8
"一张"	8
"一时"	8
"上了"	8
"不仅是"	8
"不怕"	8
"不起"	8
"不足"	8
"不适"	8
"专"	8
"丛"	8
"个人"	8
"为此"	8
"九死"	8
"也许"	8
"乱"	8
"乳汁"	8
"二次元"	8
"产生"	8
"京"	8
"今日"	8
"休息"	8
"伙计"	8
"保"	8
"公主"	8
"六月"	8
"兴"	8
"冒"	8
"冰"	8
"凤"	8
"凭"	8
"分不清"	8
"列为"	8
"前后"	8
"劈"	8
"勒"	8
"勾"	8
"勿"	8
"十五"	8
"危"	8
"却能"	8
"原料"	8
"又能"	8
"发芽"	8
"句"	8
"叫做"	8
"可能是"	8
"各位"	8
"吓"	8
"员"	8
"哭"	8
"喉"	8
"坛"	8
"垃圾"	8
"培养"	8
"大学"	8
"大海"	8
"大爷"	8
"头发"	8
"奇闻"	8
"嫁"	8
"安神"	8
"完成"	8
"客"	8
"寄"	8
"小学"	8
"小暑"	8
"小满"	8
"少不了"	8
"少女"	8
"尤其是"	8
"崖"	8
"巧"	8
"带来"	8
"常山"	8
"干旱"	8
"平时"	8
"幸福"	8
"应"	8
"廉"	8
"引"	8
"当成"	8
"很喜欢"	8
"徒步"	8
"忘记"	8
"意"	8
"手中"	8
"拒绝"	8
"掌"	8
"探索"	8
"探险"	8
"接受"	8
"摇"	8
"放映"	8
"救命"	8
"新年快乐"	8
"方便"	8
"无数"	8
"无花果"	8
"时代"	8
"最好的"	8
"最美"	8
"有三"	8
"有机"	8
"有用"	8
"未"	8
"朵"	8
"机"	8
"材料"	8
"来看"	8
"杨"	8
"杨梅"	8
"植"	8
"植株"	8
"楹"	8
"榜"	8
"欲"	8
"气味"	8
"水源"	8
"汁"	8
"汉"	8
"泉"	8
"流"	8
"渔"	8
"源"	8
"漂"	8
"然"	8
"熊"	8
"爱好"	8
"父母"	8
"爷"	8
"牛奶"	8
"猕"	8
"理解"	8
"用于"	8
"用法"	8
"瘟疫"	8
"癌症"	8
"百部"	8
"眼前"	8
"矿"	8
"礼物"	8
"离不开"	8
"稀少"	8
"竹林"	8
"笋"	8
"筷子"	8
"粥"	8
"粽子"	8
"紫荆"	8
"缠"	8
"羊奶"	8
"美国"	8
"美女"	8
"老人家"	8
"老婆"	8
"聪明"	8
"脂"	8
"腌"	8
"芫"	8
"花钱"	8
"芳香"	8
"菍"	8
"菝"	8
"营养"	8
"藏着"	8
"藤本"	8
"蜘蛛"	8
"行动"	8
"覆"	8
"败"	8
"质"	8
"贯"	8
"走了"	8
"走出"	8
"趁"	8
"跑"	8
"身影"	8
"过来"	8
"迎"	8
"进行"	8
"逃"	8
"逛"	8
"郁金香"	8
"部分"	8
"醒"	8
"金丝"	8
"金桔"	8
"隐藏"	8
"雕刻"	8
"雨"	8
"霸"	8
"青叶"	8
"青少年"	8
"青山"	8
"青春"	8
"面具"	8
"面条"	8
"顽强"	8
"香气"	8
"香蕉"	8
"鸦"	8
"麻黄"	8
"龙泉"	8
"龙眼"	8
"17"	7
"18"	7
"24"	7
"26"	7
"60"	7
"90"	7
"921"	7
"99"	7
"一半"	7
"一头"	7
"一朵花"	7
"一首"	7
"三伏"	7
"不久"	7
"不了"	7
"不再"	7
"不完"	7
"不愿"	7
"世间"	7
"东北"	7
"中式"	7
"主要"	7
"久"	7
"九节"	7
"五加皮"	7
"五味"	7
"五谷"	7
"井"	7
"交"	7
"仔"	7
"他是"	7
"件"	7
"优雅"	7
"传奇"	7
"低调"	7
"你想"	7
"佬"	7
"使者"	7
"依旧"	7
"保温"	7
"信"	7
"倍"	7
"倒扣"	7
"假期"	7
"做到"	7
"偷偷"	7
"元旦"	7
"全世界"	7
"冬季"	7
"几年"	7
"凡人"	7
"创造"	7
"力量"	7
"劳"	7
"包裹"	7
"匠人"	7
"医者"	7
"医院"	7
"十二"	7
"卡"	7
"厅"	7
"发生"	7
"发财"	7
"另"	7
"史上"	7
"吃到"	7
"各地"	7
"含笑"	7
"咬"	7
"咯"	7
"品牌"	7
"塔"	7
"复活"	7
"外出"	7
"大宗"	7
"天花板"	7
"好喝"	7
"好用"	7
"姐姐"	7
"娘子"	7
"安全"	7
"官方"	7
"寒冷"	7
"射"	7
"少年"	7
"就去"	7
"山楂"	7
"山珍"	7
"帽"	7
"年龄"	7
"延"	7
"延续"	7
"异"	7
"当年"	7
"形似"	7
"形状"	7
"得很"	7
"必要"	7
"忍"	7
"忧"	7
"快速"	7
"怎"	7
"急救"	7
"情话"	7
"惊蛰"	7
"意思"	7
"感人"	7
"感恩"	7
"我想"	7
"我是"	7
"打造"	7
"拍的"	7
"拐"	7
"拜"	7
"拯救"	7
"拳"	7
"掉"	7
"搭配"	7
"收山"	7
"故名"	7
"整理"	7
"文字"	7
"文明"	7
"斤"	7
"旅"	7
"无名"	7
"既"	7
"春节"	7
"是啥"	7
"是用"	7
"暑期"	7
"月饼"	7
"服饰"	7
"木耳"	7
"来说"	7
"松树"	7
"极其"	7
"果然"	7
"柿"	7
"柿子"	7
"桐"	7
"桕"	7
"椹"	7
"橙"	7
"正在"	7
"武侠"	7
"毒性"	7
"江南"	7
"沟"	7
"沥"	7
"波"	7
"津"	7
"洪水"	7
"浓郁"	7
"海边"	7
"淡"	7
"源头"	7
"溪"	7
"滚"	7
"灭"	7
"烟灰"	7
"然后"	7
"照"	7
"熬夜"	7
"爱心"	7
"物以稀为贵"	7
"物质"	7
"特有的"	7
"状态"	7
"独自"	7
"独角"	7
"玩儿"	7
"玩的"	7
"电影"	7
"留在"	7
"疾病"	7
"登"	7
"百步"	7
"皆"	7
"皆是"	7
"盆景"	7
"看一看"	7
"知的"	7
"石榴"	7
"祛"	7
"神话"	7
"科举"	7
"立夏"	7
"竟有"	7
"竟能"	7
"第三"	7
"算"	7
"粒"	7
"精灵"	7
"糕"	7
"组"	7
"结局"	7
"罂粟"	7
"美山"	7
"而来"	7
"肚子"	7
"胜"	7
"胭脂"	7
"能不能"	7
"腿"	7
"膜"	7
"自由"	7
"舌头"	7
"花地"	7
"花草"	7
"苑子"	7
"苗族"	7
"若"	7
"英雄"	7
"茴香"	7
"茼"	7
"草根"	7
"荒野"	7
"荞"	7
"荞麦"	7
"荪"	7
"药物"	7
"荸荠"	7
"莱菔"	7
"菀"	7
"菠萝"	7
"葜"	7
"蒂"	7
"蔓"	7
"蔷薇"	7
"蜜蜂"	7
"蜡"	7
"螵蛸"	7
"螺"	7
"行走"	7
"表面"	7
"要好"	7
"观"	7
"解释"	7
"计"	7
"认错"	7
"识别"	7
"课本"	7
"调味"	7
"谷雨"	7
"距离"	7
"踩"	7
"转眼"	7
"辑"	7
"还想"	7
"迷"	7
"退"	7
"逼"	7
"那儿"	7
"邻居"	7
"部落"	7
"鉴定"	7
"钩"	7
"长白山"	7
"阳春"	7
"附"	7
"随后"	7
"随着"	7
"雨后"	7
"雷公"	7
"雾"	7
"露"	7
"饼"	7
"骗了"	7
"高考"	7
"魔"	7
"鳅"	7
"鳞"	7
"鹌"	7
"鹿"	7
"麦芽"	7
"13"	6
"14"	6
"300"	6
"520"	6
"xue"	6
"一句"	6
"一大"	6
"一层"	6
"一招"	6
"一滴"	6
"一粒"	6
"一节"	6
"一路"	6
"一辈子"	6
"三天"	6
"上品"	6
"不仅仅是"	6
"不吃"	6
"不在"	6
"不得"	6
"不得已"	6
"不易"	6
"不止"	6
"不留"	6
"不被"	6
"不负"	6
"世人"	6
"丧"	6
"也就是"	6
"乱用"	6
"事情"	6
"二级"	6
"五倍子"	6
"五谷杂粮"	6
"人家"	6
"从小"	6
"仙女"	6
"代替"	6
"以为是"	6
"以来"	6
"低"	6
"体验"	6
"佛像"	6
"你好"	6
"佳"	6
"便是"	6
"保持"	6
"倒退"	6
"做了"	6
"做菜"	6
"储存"	6
"儿媳"	6
"儿童"	6
"免费"	6
"全靠"	6
"八十"	6
"八珍"	6
"共"	6
"兴趣"	6
"农历"	6
"农夫"	6
"冬青"	6
"决定"	6
"冻"	6
"几颗"	6
"凡"	6
"出村"	6
"分为"	6
"剂"	6
"割"	6
"办"	6
"努力"	6
"勺"	6
"勾起"	6
"化痰"	6
"十全"	6
"十八"	6
"十月"	6
"南北"	6
"南非"	6
"印"	6
"厨房"	6
"发布"	6
"受伤"	6
"受到"	6
"口水"	6
"只需要"	6
"可怕"	6
"同学"	6
"吐出"	6
"喀"	6
"四季"	6
"因而"	6
"国花"	6
"块根"	6
"坡"	6
"坨"	6
"堇"	6
"境界"	6
"声音"	6
"备受"	6
"夏季"	6
"外国"	6
"大人"	6
"大名"	6
"大碗"	6
"大蒜"	6
"太多"	6
"夫妻"	6
"夺"	6
"奇迹"	6
"女儿"	6
"女生"	6
"奴"	6
"好奇"	6
"好玩"	6
"如果有"	6
"姬"	6
"嫌弃"	6
"嫩叶"	6
"孢子"	6
"安康"	6
"宝宝"	6
"实用"	6
"寨"	6
"小人"	6
"小吃"	6
"小青"	6
"尔"	6
"尝试"	6
"就不"	6
"尼"	6
"山地"	6
"崩"	6
"常识"	6
"并且"	6
"当中"	6
"形"	6
"彤"	6
"御"	6
"徽墨"	6
"忍冬"	6
"怀胎"	6
"患"	6
"想象"	6
"意想不到"	6
"感到"	6
"愿意"	6
"慈姑"	6
"慈禧"	6
"战争"	6
"手术"	6
"手机"	6
"扛"	6
"拼"	6
"指导"	6
"捉"	6
"捡到"	6
"排"	6
"排名"	6
"提炼"	6
"撒"	6
"收到"	6
"放下"	6
"放在"	6
"故意"	6
"敌"	6
"整天"	6
"斯"	6
"旁边"	6
"旅游"	6
"无患子"	6
"无比"	6
"无法"	6
"时刻"	6
"时期"	6
"曼"	6
"最有"	6
"最深"	6
"服用"	6
"本土"	6
"朱"	6
"机会"	6
"柳树"	6
"栌"	6
"栏"	6
"棉"	6
"棍"	6
"椿"	6
"榨油"	6
"橄榄"	6
"檗"	6
"止"	6
"止咳"	6
"正气"	6
"毫米"	6
"水稻"	6
"水银"	6
"求生"	6
"江湖"	6
"治好"	6
"洗衣服"	6
"济"	6
"浮"	6
"海螺"	6
"淡竹"	6
"游戏"	6
"濒"	6
"火锅"	6
"灵魂"	6
"爽"	6
"牡蛎"	6
"牵"	6
"特有"	6
"犹如"	6
"猜"	6
"玫瑰"	6
"瓣"	6
"甜的"	6
"电视"	6
"疏"	6
"百万"	6
"盛开"	6
"相处"	6
"看中"	6
"看了"	6
"看病"	6
"知名"	6
"矿石"	6
"碧"	6
"磕"	6
"祝你"	6
"秋季"	6
"秦"	6
"空气"	6
"立秋"	6
"端"	6
"等到"	6
"等等"	6
"筒"	6
"箭头"	6
"篾"	6
"米饭"	6
"粤"	6
"粮食"	6
"系"	6
"红糖"	6
"红薯"	6
"约"	6
"级别"	6
"织"	6
"继续"	6
"绽"	6
"编织"	6
"缝"	6
"缨"	6
"羊蹄"	6
"美誉"	6
"老师"	6
"老板"	6
"老汉"	6
"老翁"	6
"考"	6
"而生"	6
"耐心"	6
"耗"	6
"胃"	6
"胡椒"	6
"能否"	6
"能够"	6
"脊"	6
"致富"	6
"节日"	6
"芫荽"	6
"花卉"	6
"花花草草"	6
"花蕾"	6
"芳"	6
"苣"	6
"茉莉"	6
"茺"	6
"草莓"	6
"荡"	6
"药丸"	6
"莲子"	6
"获取"	6
"萁"	6
"蔚"	6
"蕉"	6
"蕴含着"	6
"蚊"	6
"衡"	6
"袁"	6
"视"	6
"解决"	6
"详细"	6
"说出"	6
"贡"	6
"责任"	6
"贪"	6
"贫"	6
"贴"	6
"起死回生"	6
"起源"	6
"跖"	6
"轻松"	6
"运"	6
"还真"	6
"透明"	6
"途中"	6
"造纸"	6
"逢"	6
"遗憾"	6
"那种"	6
"配方"	6
"酸甜"	6
"野党"	6
"野猫"	6
"银耳"	6
"门口"	6
"阳光"	6
"降"	6
"陪伴"	6
"隐"	6
"难以"	6
"雀"	6
"雅"	6
"雨水"	6
"霸气"	6
"霸道"	6
"革命"	6
"韩信"	6
"风俗"	6
"食品"	6
"饺子"	6
"饿"	6
"馋"	6
"馒头"	6
"骨头"	6
"高原"	6
"魔力"	6
"鲜艳"	6
"鸡骨"	6
"鸢"	6
"麝"	6
"麦芽糖"	6
"黄瓜"	6
"2020"	5
"360"	5
"q"	5
"zui"	5
"一代代"	5
"一名"	5
"一夜"	5
"一大片"	5
"一本"	5
"一起去"	5
"一趟"	5
"一身"	5
"一项"	5
"万万"	5
"万寿"	5
"三叉"	5
"三棵"	5
"下山"	5
"下面"	5
"不值"	5
"不厌"	5
"不妨"	5
"不小"	5
"不小心"	5
"不忘"	5
"不愧是"	5
"不管"	5
"不顾"	5
"丝绸"	5
"主人"	5
"之上"	5
"之前"	5
"习惯"	5
"五千"	5
"五大"	5
"五种"	5
"亲近"	5
"人才"	5
"人民"	5
"人称"	5
"今"	5
"仍"	5
"从未"	5
"仙子"	5
"令"	5
"以上"	5
"会不会"	5
"伟大"	5
"伪"	5
"估计"	5
"佐"	5
"体内"	5
"佩"	5
"佳音"	5
"俗话"	5
"借"	5
"做法"	5
"偶尔"	5
"兔儿"	5
"入口"	5
"八大"	5
"公斤"	5
"兰科"	5
"共有"	5
"关键"	5
"养活"	5
"再也"	5
"军"	5
"冬日"	5
"冬瓜"	5
"冬至"	5
"冷水"	5
"净"	5
"减肥"	5
"几千"	5
"出去"	5
"分钟"	5
"切成"	5
"别再"	5
"剃"	5
"剩的"	5
"剪刀"	5
"劲"	5
"勋"	5
"区分"	5
"医师"	5
"十九"	5
"十字"	5
"千古"	5
"升"	5
"半夏生"	5
"半夜"	5
"半年"	5
"半枝"	5
"南瓜"	5
"卯"	5
"危机"	5
"卵"	5
"压"	5
"去世"	5
"去了"	5
"又一"	5
"取暖"	5
"变化"	5
"口袋"	5
"口香糖"	5
"另外"	5
"可别"	5
"吃下"	5
"吃饭"	5
"合伙人"	5
"吉祥"	5
"含"	5
"唐朝"	5
"唱"	5
"善良"	5
"喇叭"	5
"喝了"	5
"嗦"	5
"嚼"	5
"土壤"	5
"均"	5
"坑"	5
"块茎"	5
"坤"	5
"培育"	5
"堂"	5
"堆"	5
"外"	5
"外来"	5
"多久"	5
"多么"	5
"多样"	5
"多种"	5
"大地"	5
"大大的"	5
"大熊猫"	5
"大理"	5
"天宫"	5
"天山"	5
"天王"	5
"太好了"	5
"太子"	5
"失去"	5
"奉为"	5
"套"	5
"她是"	5
"好酒"	5
"妈"	5
"妻"	5
"姓"	5
"娃"	5
"娇"	5
"孔"	5
"孤独"	5
"学问"	5
"安排"	5
"完整"	5
"宝贵"	5
"宣"	5
"家庭"	5
"家族"	5
"宿"	5
"富"	5
"小说"	5
"小路"	5
"尾花"	5
"尿"	5
"居家"	5
"展示"	5
"山脉"	5
"山菅"	5
"山西"	5
"岩石"	5
"巅峰"	5
"巴豆"	5
"帝"	5
"帝王"	5
"年代"	5
"年纪"	5
"幼稚"	5
"店"	5
"废"	5
"度"	5
"异事"	5
"当代"	5
"当作"	5
"形态"	5
"影像"	5
"征服"	5
"很美"	5
"得知"	5
"心情"	5
"必不可少"	5
"志"	5
"忽略"	5
"性的"	5
"总结"	5
"息"	5
"想看"	5
"愿望"	5
"我要"	5
"扔"	5
"技能"	5
"抓住"	5
"折断"	5
"抛"	5
"拌"	5
"按照"	5
"挑"	5
"挑战"	5
"挖到"	5
"挽救"	5
"排行榜"	5
"提供"	5
"提神"	5
"提醒"	5
"搬运"	5
"操作"	5
"改变"	5
"放弃"	5
"放生"	5
"故"	5
"效"	5
"敲"	5
"斗草"	5
"新疆"	5
"旗舰店"	5
"无穷"	5
"早在"	5
"旱稻"	5
"明天"	5
"春雨"	5
"是在"	5
"普"	5
"更加"	5
"替"	5
"最佳"	5
"最初"	5
"最最"	5
"最毒"	5
"月份"	5
"有幸"	5
"服"	5
"本义"	5
"李白"	5
"村子"	5
"来自于"	5
"板栗"	5
"柜"	5
"查"	5
"柴火"	5
"树脂"	5
"梅花"	5
"梢"	5
"棚"	5
"榫"	5
"模样"	5
"武"	5
"武当山"	5
"死亡"	5
"毅然"	5
"每个人"	5
"毛茛科"	5
"氏"	5
"水中"	5
"水窖"	5
"永不"	5
"没了"	5
"沸"	5
"法制"	5
"泪"	5
"活了"	5
"活活"	5
"派"	5
"流血"	5
"浴"	5
"海拔"	5
"淡忘"	5
"淮"	5
"添加"	5
"清新"	5
"清香"	5
"溜"	5
"滋味"	5
"滑"	5
"火药"	5
"炖鸡"	5
"点滴"	5
"燥"	5
"牙刷"	5
"牙膏"	5
"物语"	5
"狗尾草"	5
"猛"	5
"猜猜"	5
"玄"	5
"玉兔"	5
"玩意"	5
"现"	5
"现实"	5
"珍宝"	5
"琐"	5
"瓶"	5
"甘肃"	5
"甘蔗"	5
"甜甜"	5
"生产"	5
"生地"	5
"生根"	5
"生皮"	5
"番"	5
"疑难"	5
"疼"	5
"病的"	5
"白族"	5
"白酒"	5
"百味"	5
"皮影戏"	5
"皮草"	5
"益智"	5
"相当"	5
"相思"	5
"盾"	5
"看过来"	5
"石松"	5
"研制"	5
"砚"	5
"确定"	5
"确是"	5
"碰到"	5
"碳酸"	5
"秀才"	5
"称呼"	5
"稀"	5
"稍"	5
"穗"	5
"穿心"	5
"窑"	5
"立"	5
"立春"	5
"竟被"	5
"竭"	5
"简"	5
"篮"	5
"粑"	5
"粟"	5
"粪"	5
"粹"	5
"糊"	5
"累"	5
"繁华"	5
"繁殖"	5
"红的"	5
"纤"	5
"纳"	5
"终"	5
"结婚"	5
"结尾"	5
"绝对"	5
"绵"	5
"绿化"	5
"绿豆"	5
"缕"	5
"缘"	5
"缺"	5
"缺点"	5
"羊乳"	5
"群"	5
"翠"	5
"老爷"	5
"而不"	5
"而出"	5
"耍"	5
"聊"	5
"职业"	5
"肺"	5
"胖"	5
"脆"	5
"腊"	5
"腰"	5
"自制"	5
"自家"	5
"致"	5
"舍"	5
"良心"	5
"芒"	5
"芒种"	5
"芙蓉"	5
"芝"	5
"芦苇"	5
"花丝"	5
"花费"	5
"苞"	5
"苦苦"	5
"英国"	5
"茅根"	5
"茴"	5
"茶叶"	5
"草堂"	5
"草木灰"	5
"药店"	5
"荷花"	5
"莨"	5
"菊花茶"	5
"菲"	5
"萎"	5
"蓄"	5
"蔹"	5
"虚"	5
"虾"	5
"蚊香"	5
"蛛"	5
"蛰"	5
"蜂巢"	5
"蜂蜜"	5
"蝎子"	5
"蟾蜍"	5
"街"	5
"裂"	5
"西医"	5
"要用"	5
"解毒"	5
"误解"	5
"说法"	5
"谁是"	5
"贝壳"	5
"贡献"	5
"财"	5
"质量"	5
"贵族"	5
"走走"	5
"走近"	5
"超级"	5
"足"	5
"跷"	5
"轻易"	5
"载"	5
"过于"	5
"过后"	5
"还原"	5
"还被"	5
"遭到"	5
"避"	5
"部位"	5
"都很"	5
"都没有"	5
"酥"	5
"酥油"	5
"酸梅"	5
"醇"	5
"采集"	5
"野葛"	5
"金子"	5
"金箔"	5
"锤"	5
"长成"	5
"长生不老"	5
"门前"	5
"闹"	5
"阎王"	5
"院子"	5
"陶"	5
"难道"	5
"零"	5
"震撼"	5
"霍"	5
"霍山"	5
"霜降"	5
"青年"	5
"青睐"	5
"青黛"	5
"风格"	5
"风湿"	5
"飞扬"	5
"餐桌"	5
"香菜"	5
"马上"	5
"骗"	5
"鬼子"	5
"鬼斧神工"	5
"魂"	5
"鱼竿"	5
"鸭脚"	5
"鹿角"	5
"黎族"	5
"黑暗"	5
"鼠尾草"	5
"鼻祖"	5
"龙舌兰"	5
"21"	4
"23"	4
"5000"	4
"70"	4
"hbn"	4
"iphone"	4
"michelia"	4
"pick"	4
"一副"	4
"一千"	4
"一变"	4
"一幅"	4
"一年生"	4
"一股"	4
"一锅"	4
"七夕"	4
"七天"	4
"万人"	4
"万能"	4
"三棱"	4
"三颗"	4
"上有"	4
"上门"	4
"下载"	4
"下雨"	4
"不信"	4
"不够"	4
"不太好"	4
"不惜"	4
"不慎"	4
"不断"	4
"不止是"	4
"不死"	4
"不肯"	4
"两千"	4
"丰收"	4
"串"	4
"主产"	4
"主动"	4
"主治"	4
"举"	4
"义"	4
"之作"	4
"乐器"	4
"也不是"	4
"也没"	4
"二年生"	4
"亏"	4
"五一"	4
"交流"	4
"产量"	4
"亭子"	4
"亲生"	4
"亲自"	4
"人中"	4
"今天是"	4
"仍旧"	4
"仔细"	4
"他用"	4
"仙桃"	4
"仪"	4
"伍"	4
"众多"	4
"众生"	4
"优"	4
"会变"	4
"伞形"	4
"伯"	4
"伴"	4
"体"	4
"何时"	4
"佛教"	4
"供"	4
"依然是"	4
"保证"	4
"倒在"	4
"倒水"	4
"倪"	4
"倾家"	4
"做出"	4
"停"	4
"停止"	4
"健"	4
"僧"	4
"先锋"	4
"光明"	4
"光线"	4
"全球"	4
"公里"	4
"兵器"	4
"养殖"	4
"内容"	4
"农田"	4
"冤枉"	4
"冰凌"	4
"冰球"	4
"几天"	4
"几次"	4
"凤眼"	4
"出版社"	4
"出门"	4
"凿"	4
"分不清楚"	4
"分娩"	4
"分布"	4
"切片"	4
"初心"	4
"判断"	4
"别当"	4
"别把"	4
"刷"	4
"功夫"	4
"加入"	4
"加油"	4
"加油站"	4
"劳动"	4
"勤劳"	4
"北京"	4
"医治"	4
"十二生肖"	4
"十多岁"	4
"博士"	4
"博物"	4
"卤"	4
"卫"	4
"印刷"	4
"即便"	4
"却因"	4
"厕所"	4
"原理"	4
"反对"	4
"发光"	4
"发出"	4
"叠"	4
"口中"	4
"口味"	4
"口渴"	4
"口腔"	4
"只卖"	4
"只在"	4
"叫苦"	4
"可口"	4
"可有"	4
"台"	4
"史"	4
"号称"	4
"叹"	4
"吉"	4
"名为"	4
"名称"	4
"后来"	4
"含有"	4
"听起来"	4
"吸"	4
"告"	4
"告别"	4
"周"	4
"味精"	4
"咏"	4
"咬人"	4
"咽"	4
"品质"	4
"响"	4
"唐"	4
"唐代"	4
"唐松"	4
"唐玄宗"	4
"商品"	4
"善待"	4
"喜爱"	4
"喧嚣"	4
"四口"	4
"四四方方"	4
"四方"	4
"回归"	4
"困难"	4
"国之"	4
"国人"	4
"国庆"	4
"地皮"	4
"均有"	4
"坚硬"	4
"填"	4
"墓"	4
"增加"	4
"壁"	4
"备"	4
"外皮"	4
"外表"	4
"外面"	4
"多多"	4
"够"	4
"大事"	4
"大型"	4
"大夫"	4
"大寒"	4
"大战"	4
"大洞"	4
"大角"	4
"大豆"	4
"太阳"	4
"女婴"	4
"奶茶"	4
"好不好"	4
"如意"	4
"妥"	4
"妹妹"	4
"威灵"	4
"娶了"	4
"婚书"	4
"嫁女"	4
"嫌"	4
"嫩的"	4
"孕妇"	4
"孕育"	4
"宅"	4
"宝藏"	4
"实则"	4
"实力"	4
"宫廷"	4
"家家"	4
"家门"	4
"容"	4
"对应"	4
"对比"	4
"寻常"	4
"尊重"	4
"小伙"	4
"小段"	4
"小溪"	4
"小狗"	4
"小白"	4
"少数"	4
"就把"	4
"就用"	4
